1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,not_monk
1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,not_monk
0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,not_monk
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,monk
1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,not_monk
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,monk
0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,not_monk
1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,monk
0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,monk
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,monk
0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,monk
0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,not_monk
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,monk
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,monk
1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,not_monk
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,not_monk
0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,monk
0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,monk
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,monk
0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,monk
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,monk
1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,monk
0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,not_monk
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,monk
0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,not_monk
0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,monk
0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,not_monk
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,monk
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,not_monk
1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,not_monk
1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,monk
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,not_monk
1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,monk
1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,not_monk
0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,monk
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,not_monk
1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,not_monk
1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,monk
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,monk
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,monk
0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,not_monk
1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,monk
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,not_monk
0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,monk
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,not_monk
1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,not_monk
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,monk
0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,not_monk
1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,monk
1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,monk
1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,monk
1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,not_monk
0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,not_monk
0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,monk
0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,not_monk
0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,monk
1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,not_monk
1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,not_monk
0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,not_monk
0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,not_monk
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,monk
1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,monk
0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,not_monk
1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,not_monk
0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,not_monk
1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,not_monk
0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,monk
1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,not_monk
